로켓은 테이저페이스를 처단함,1,,,,,,,,,,,,
너구리는 테이저페이스를 처단함,1,,,,,,,,,,,,
욘두는 우주선을 타고 탈출함,1,,,,,,,,,,,,
로켓은 우주선을 타고 탈출함,1,,,,,,,,,,,,
너구리는 우주선을 타고 탈출함,1,,,,,,,,,,,,
그루트는 우주선을 타고 탈출함,1,,,,,,,,,,,,
크래글린은 우주선을 타고 탈출함,1,,,,,,,,,,,,
나무는 우주선을 타고 탈출함,1,,,,,,,,,,,,
테이저페이스는 죽음,1,,,,,,,,,,,,
욘두는 에고의 행성으로 이동함,1,,,,,,,,,,,,
욘두는 피터 퀼의 아버지의 행성으로 이동함,1,,,,,,,,,,,,
그루트는 에고의 행성으로 이동함,1,,,,,,,,,,,,
그루트는 피터 퀼의 아버지의 행성으로 이동함,1,,,,,,,,,,,,
나무는 피터 퀼의 아버지의 행성으로 이동함,1,,,,,,,,,,,,
나무는 에고의 행성으로 이동함,1,,,,,,,,,,,,
크래글린은 에고의 행성으로 이동함,1,,,,,,,,,,,,
크래글린은 피터 퀼의 아버지의 행성으로 이동함,1,,,,,,,,,,,,
에고는 자신이 셀레스티얼임을 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 자신이 셀레스티얼임을 밝힘,1,,,,,,,,,,,,
피터 퀼은 에고를 원망함,1,,,,,,,,,,,,
스타로드는 에고를 원망함,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지를 원망함,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지를 원망함,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지를 원망함,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지를 원망함,1,,,,,,,,,,,,
가모라는 피터 퀼에게 행성을 떠날 것을 종용함,1,,,,,,,,,,,,
가모라는 스타로드에게 행성을 떠날 것을 종용함,1,,,,,,,,,,,,
네뷸라는 가모라를 죽이려함,1,,,,,,,,,,,,
네뷸라와 가모라는 서로에 대해 이해함,1,,,,,,,,,,,,
드랙스와 맨티스는 서로에 대해 이해함,1,,,,,,,,,,,,
에고는 피터 퀼에게 자신과 함께 하자고 제안함,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼에게 자신과 함께 하자고 제안함,1,,,,,,,,,,,,
에고는 스타로드에게 자신과 함께 하자고 제안함,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드에게 자신과 함께 하자고 제안함,1,,,,,,,,,,,,
에고는 피터 퀼에게 자신이 스타로드의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼에게 자신이 피터 퀼의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
에고는 스타로드에게 자신이 스타로드의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
에고는 스타로드에게 자신이 피터 퀼의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼에게 자신이 스타로드의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
에고는 피터 퀼에게 자신이 피터 퀼의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
에고는 피터 퀼에게 자신이 메러디스 퀼에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
에고는 스타로드에게 자신이 메러디스 퀼에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼에게 자신이 메러디스 퀼에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드에게 자신이 메러디스 퀼에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드에게 자신이 스타로드의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드에게 자신이 피터 퀼의 어머니에게 암세포를 심었다고 밝힘,1,,,,,,,,,,,,
피터 퀼은 에고에게 격분함,1,,,,,,,,,,,,
스타로드는 에고에게 격분함,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지에게 격분함,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지에게 격분함,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지에게 격분함,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지에게 격분함,1,,,,,,,,,,,,
피터 퀼은 에고에게 실탄을 난사함,1,,,,,,,,,,,,
스타로드는 에고에게 실탄을 난사함,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지에게 실탄을 난사함,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지에게 실탄을 난사함,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지에게 실탄을 난사함,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지에게 실탄을 난사함,1,,,,,,,,,,,,
에고는 피터 퀼을 쉽게 제압함,1,,,,,,,,,,,,
에고는 스타로드를 쉽게 제압함,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼을 쉽게 제압함,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드를 쉽게 제압함,1,,,,,,,,,,,,
스타로드의 아버지는 피터 퀼을 쉽게 제압함,1,,,,,,,,,,,,
스타로드의 아버지는 스타로드를 쉽게 제압함,1,,,,,,,,,,,,
에고는 스타로드의 워크맨을 박살내버림,1,,,,,,,,,,,,
에고는 피터 퀼의 워크맨을 박살내버림,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드의 워크맨을 박살내버림,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼의 워크맨을 박살내버림,1,,,,,,,,,,,,
스타로드의 아버지는 스타로드의 워크맨을 박살내버림,1,,,,,,,,,,,,
스타로드의 아버지는 피터 퀼의 워크맨을 박살내버림,1,,,,,,,,,,,,
에고는 에너지 촉수로 피터 퀼의 배를 관통시킴,1,,,,,,,,,,,,
에고는 에너지 촉수로 스타로드의 배를 관통시킴,1,,,,,,,,,,,,
피터 퀼의 아버지는 에너지 촉수로 피터 퀼의 배를 관통시킴,1,,,,,,,,,,,,
피터 퀼의 아버지는 에너지 촉수로 스타로드의 배를 관통시킴,1,,,,,,,,,,,,
스타로드의 아버지는 에너지 촉수로 피터 퀼의 배를 관통시킴,1,,,,,,,,,,,,
스타로드의 아버지는 에너지 촉수로 스타로드의 배를 관통시킴,1,,,,,,,,,,,,
욘두가 탄 우주선이 에고를 덮침,1,,,,,,,,,,,,
로켓이 탄 우주선이 에고를 덮침,1,,,,,,,,,,,,
욘두가 탄 우주선이 피터 퀼의 아버지를 덮침,1,,,,,,,,,,,,
욘두가 탄 우주선이 스타로드의 아버지를 덮침,1,,,,,,,,,,,,
로켓이 탄 우주선이 피터 퀼의 아버지를 덮침,1,,,,,,,,,,,,
로켓이 탄 우주선이 스타로드의 아버지를 덮침,1,,,,,,,,,,,,
너구리가 탄 우주선이 스타로드의 아버지를 덮침,1,,,,,,,,,,,,
너구리가 탄 우주선이 피터 퀼의 아버지를 덮침,1,,,,,,,,,,,,
너구리가 탄 우주선이 에고를 덮침,1,,,,,,,,,,,,
그루트가 탄 우주선이 에고를 덮침,1,,,,,,,,,,,,
그루트가 탄 우주선이 피터 퀼의 아버지를 덮침,1,,,,,,,,,,,,
그루트가 탄 우주선이 스타로드의 아버지를 덮침,1,,,,,,,,,,,,
나무가 탄 우주선이 에고를 덮침,1,,,,,,,,,,,,
나무가 탄 우주선이 피터 퀼의 아버지를 덮침,1,,,,,,,,,,,,
나무가 탄 우주선이 스타로드의 아버지를 덮침,1,,,,,,,,,,,,
아이샤는 무인 전투기 함대를 몰고와 공격함,1,,,,,,,,,,,,
네뷸라는 욘두의 우주선에 타 무인 전투기 함대를 박살냄,1,,,,,,,,,,,,
피터 퀼은 우주선에서 탈출함,1,,,,,,,,,,,,
드랙스는 우주선에서 탈출함,1,,,,,,,,,,,,
스타로드는 우주선에서 탈출함,1,,,,,,,,,,,,
그루트는 우주선에서 탈출함,1,,,,,,,,,,,,
나무는 우주선에서 탈출함,1,,,,,,,,,,,,
로켓은 우주선에서 탈출함,1,,,,,,,,,,,,
너구리는 우주선에서 탈출함,1,,,,,,,,,,,,
맨티스는 에고를 잠재움,1,,,,,,,,,,,,
맨티스는 피터 퀼의 아버지를 잠재움,1,,,,,,,,,,,,
맨티스는 스타로드의 아버지를 잠재움,1,,,,,,,,,,,,
맨티스는 전투기 파편에 머리를 맞아 쓰러짐,1,,,,,,,,,,,,
욘두의 우주선이 폭파됨,1,,,,,,,,,,,,
드랙스는 맨티스를 데리고 크래글린이 타고 있던 우주선으로 탈출함,1,,,,,,,,,,,,
로켓은 그루트에게 폭탄을 설치하는 방법을 알려줌,1,,,,,,,,,,,,
너구리는 그루트에게 폭탄을 설치하는 방법을 알려줌,1,,,,,,,,,,,,
로켓은 나무에게 폭탄을 설치하는 방법을 알려줌,1,,,,,,,,,,,,
너구리는 나무에게 폭탄을 설치하는 방법을 알려줌,1,,,,,,,,,,,,
에고가 부활함,1,,,,,,,,,,,,
피터 퀼의 아버지가 부활함,1,,,,,,,,,,,,
스타로드의 아버지가 부활함,1,,,,,,,,,,,,
가모라는 떠오르는 지면을 이용해 탈출함,1,,,,,,,,,,,,
네뷸라는 떠오르는 지면을 이용해 탈출함,1,,,,,,,,,,,,
욘두는 에고에게 쓰러짐,1,,,,,,,,,,,,
욘두는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
욘두는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
드랙스는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
드랙스는 에고에게 쓰러짐,1,,,,,,,,,,,,
드랙스는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
피터 퀼은 에고에게 쓰러짐,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
스타로드는 에고에게 쓰러짐,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
로켓은 에고에게 쓰러짐,1,,,,,,,,,,,,
로켓은 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
로켓은 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
너구리는 에고에게 쓰러짐,1,,,,,,,,,,,,
너구리는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
너구리는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
그루트는 에고에게 쓰러짐,1,,,,,,,,,,,,
그루트는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
그루트는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
나무는 에고에게 쓰러짐,1,,,,,,,,,,,,
나무는 피터 퀼의 아버지에게 쓰러짐,1,,,,,,,,,,,,
나무는 스타로드의 아버지에게 쓰러짐,1,,,,,,,,,,,,
욘두는 스타로드를 각성시킴,1,,,,,,,,,,,,
욘두는 피터 퀼을 각성시킴,1,,,,,,,,,,,,
욘두는 로켓에게 그루트를 데리고 탈출하라고 함,1,,,,,,,,,,,,
욘두는 로켓에게 나무를 데리고 탈출하라고 함,1,,,,,,,,,,,,
욘두는 너구리에게 그루트를 데리고 탈출하라고 함,1,,,,,,,,,,,,
욘두는 너구리에게 나무를 데리고 탈출하라고 함,1,,,,,,,,,,,,
가모라는 탈출에 성공함,1,,,,,,,,,,,,
드랙스는 탈출에 성공함,1,,,,,,,,,,,,
네뷸라는 탈출에 성공함,1,,,,,,,,,,,,
맨티스는 탈출에 성공함,1,,,,,,,,,,,,
로켓은 탈출에 성공함,1,,,,,,,,,,,,
너구리는 탈출에 성공함,1,,,,,,,,,,,,
그루트는 탈출에 성공함,1,,,,,,,,,,,,
나무는 탈출에 성공함,1,,,,,,,,,,,,
피터 퀼은 에고를 제압함,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지를 제압함,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지를 제압함,1,,,,,,,,,,,,
스타로드는 에고를 제압함,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지를 제압함,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지를 제압함,1,,,,,,,,,,,,
에고는 피터 퀼을 회유함,1,,,,,,,,,,,,
피터 퀼의 아버지는 피터 퀼을 회유함,1,,,,,,,,,,,,
스타로드의 아버지는 피터 퀼을 회유함,1,,,,,,,,,,,,
에고는 스타로드를 회유함,1,,,,,,,,,,,,
피터 퀼의 아버지는 스타로드를 회유함,1,,,,,,,,,,,,
스타로드의 아버지는 스타로드를 회유함,1,,,,,,,,,,,,
피터 퀼은 에고에게 반박함,1,,,,,,,,,,,,
피터 퀼은 피터 퀼의 아버지에게 반박함,1,,,,,,,,,,,,
피터 퀼은 스타로드의 아버지에게 반박함,1,,,,,,,,,,,,
스타로드는 에고에게 반박함,1,,,,,,,,,,,,
스타로드는 피터 퀼의 아버지에게 반박함,1,,,,,,,,,,,,
스타로드는 스타로드의 아버지에게 반박함,1,,,,,,,,,,,,
그루트는 에고의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
그루트는 피터 퀼의 아버지의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
그루트는 스타로드의 아버지의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
나무는 에고의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
나무는 피터 퀼의 아버지의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
나무는 스타로드의 아버지의 행성 중심부에 폭탄을 설치함,1,,,,,,,,,,,,
에고는 죽음,1,,,,,,,,,,,,
피터 퀼의 아버지는 죽음,1,,,,,,,,,,,,
스타로드의 아버지는 죽음,1,,,,,,,,,,,,
피터 퀼은 욘두와 함께 탈출함,1,,,,,,,,,,,,
스타로드는 욘두와 함께 탈출함,1,,,,,,,,,,,,
욘두는 죽음,1,,,,,,,,,,,,
가디언즈는 욘두의 장례식을 치름,1,,,,,,,,,,,,
가모라는 네뷸라와 포옹을 함,1,,,,,,,,,,,,
피터 퀼은 로켓이 고친 욘두의 화살을 크래글린에게 건네줌,1,,,,,,,,,,,,
피터 퀼은 너구리가 고친 욘두의 화살을 크래글린에게 건네줌,1,,,,,,,,,,,,
스타로드는 로켓이 고친 욘두의 화살을 크래글린에게 건네줌,1,,,,,,,,,,,,
스타로드는 너구리가 고친 욘두의 화살을 크래글린에게 건네줌,1,,,,,,,,,,,,
스타카르는 래비저식 장례식을 치름,1,,,,,,,,,,,,
가디언즈는 욘두의 시신을 화장함,1,,,,,,,,,,,,
피터 퀼과 가모라는 서로의 마음을 확인함,1,,,,,,,,,,,,
스타로드와 가모라는 서로의 마음을 확인함,1,,,,,,,,,,,,
그루트는 드랙스에게 안겨 잠이 듬,1,,,,,,,,,,,,
나무는 드랙스에게 안겨 잠이 듬,1,,,,,,,,,,,,
드랙스는 맨티스에게 고백함,1,,,,,,,,,,,,
피터 퀼은 어머니에게 가족들과 병문안을 와있었음,1,,,,,,,,,,,,
피터 퀼은 메러디스 퀼에게 가족들과 병문안을 와있었음,1,,,,,,,,,,,,
스타로드는 어머니에게 가족들과 병문안을 와있었음,1,,,,,,,,,,,,
스타로드는 메러디스 퀼에게 가족들과 병문안을 와있었음,1,,,,,,,,,,,,
피터 퀼은 메러디스 퀼의 죽음에 상심하여 들판에 쓰러져 움,1,,,,,,,,,,,,
스타로드는 어머니의 죽음에 상심하여 들판에 쓰러져 움,1,,,,,,,,,,,,
스타로드는 메러디스 퀼의 죽음에 상심하여 들판에 쓰러져 움,1,,,,,,,,,,,,
피터 퀼은 어머니의 죽음에 상심하여 들판에 쓰러져 움,1,,,,,,,,,,,,
우주선에서 빛이 내려와 스타로드는 우주로 납치됨,1,,,,,,,,,,,,
우주선에서 빛이 내려와 피터 퀼은 우주로 납치됨,1,,,,,,,,,,,,
스타로드는 우주 도적단 레저비스의 일원이 되었음,1,,,,,,,,,,,,
피터 퀼은 우주 도적단 레저비스의 일원이 되었음,1,,,,,,,,,,,,
피터 퀼은 버려진 행성에서 봉인된 고대의 유물 오브를 훔침,1,,,,,,,,,,,,
스타로드는 버려진 행성에서 봉인된 고대의 유물 오브를 훔침,1,,,,,,,,,,,,
스타로드는 코라스와 사카르 군인을 따돌림,1,,,,,,,,,,,,
피터 퀼은 코라스와 사카르 군인을 따돌림,1,,,,,,,,,,,,
스타로드는 오브를 팔기 위해 잔다르 행성으로 향함,1,,,,,,,,,,,,
피터 퀼은 오브를 팔기 위해 잔다르 행성으로 향함,1,,,,,,,,,,,,
욘두는 스타로드에게 오브의 행방을 물음,1,,,,,,,,,,,,
욘두는 피터 퀼에게 오브의 행방을 물음,1,,,,,,,,,,,,
스타로드는 오브의 행방을 밝히기를 거부함,1,,,,,,,,,,,,
피터 퀼은 오브의 행방을 밝히기를 거부함,1,,,,,,,,,,,,
욘두는 현상금을 걸고 스타로드를 생포하라는 명령을 내림,1,,,,,,,,,,,,
욘두는 현상금을 걸고 피터 퀼을 생포하라는 명령을 내림,1,,,,,,,,,,,,
로난은 가모라를 잔다르로 파견함,1,,,,,,,,,,,,
스타로드는 고물상에 오브를 판매하지 못함,1,,,,,,,,,,,,
피터 퀼은 고물상에 오브를 판매하지 못함,1,,,,,,,,,,,,
로켓은 오브를 가지고 있는 스타로드를 발견함,1,,,,,,,,,,,,
너구리는 오브를 가지고 있는 스타로드를 발견함,1,,,,,,,,,,,,
너구리는 오브를 가지고 있는 피터 퀼을 발견함,1,,,,,,,,,,,,
로켓은 오브를 가지고 있는 피터 퀼을 발견함,1,,,,,,,,,,,,
그루트는 오브를 가지고 있는 스타로드를 발견함,1,,,,,,,,,,,,
나무는 오브를 가지고 있는 스타로드를 발견함,1,,,,,,,,,,,,
나무는 오브를 가지고 있는 피터 퀼을 발견함,1,,,,,,,,,,,,
그루트는 오브를 가지고 있는 피터 퀼을 발견함,1,,,,,,,,,,,,
가모라는 오브를 가지고 있는 스타로드를 발견함,1,,,,,,,,,,,,
가모라는 오브를 가지고 있는 피터 퀼을 발견함,1,,,,,,,,,,,,
피터 퀼은 그루트와 싸움,1,,,,,,,,,,,,
스타로드는 그루트와 싸움,1,,,,,,,,,,,,
피터 퀼은 나무와 싸움,1,,,,,,,,,,,,
스타로드는 나무와 싸움,1,,,,,,,,,,,,
피터 퀼은 너구리와 싸움,1,,,,,,,,,,,,
스타로드는 너구리와 싸움,1,,,,,,,,,,,,
피터 퀼은 로켓과 싸움,1,,,,,,,,,,,,
스타로드는 로켓과 싸움,1,,,,,,,,,,,,
스타로드는 가모라와 싸움,1,,,,,,,,,,,,
피터 퀼은 가모라와 싸움,1,,,,,,,,,,,,
스타로드는 체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
피터 퀼은 체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
너구리는 체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
로켓은  체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
나무는 체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
그루트는  체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
가모라는  체포되어 감옥으로 끌려감,1,,,,,,,,,,,,
타노스는 가모라가 체포되었음을 알고 로난을 호출함,1,,,,,,,,,,,,
로난은 아더를 죽임,1,,,,,,,,,,,,
타노스는 로난에게 오브를 가져오라는 명령을 내림,1,,,,,,,,,,,,
드랙스는 감옥에 있는 가모라를 죽이려 함,1,,,,,,,,,,,,
스타로드는 드랙스를 설득함,1,,,,,,,,,,,,
피터 퀼은 드랙스를 설득함,1,,,,,,,,,,,,
스타로드는 감옥에서 탈옥함,1,,,,,,,,,,,,
피터 퀼을 감옥에서 탈옥함,1,,,,,,,,,,,,
너구리는 감옥에서 탈옥함,1,,,,,,,,,,,,
로켓은 감옥에서 탈옥함,1,,,,,,,,,,,,
드랙스는  감옥에서 탈옥함,1,,,,,,,,,,,,
나무는 감옥에서 탈옥함,1,,,,,,,,,,,,
그루트는 감옥에서 탈옥함,1,,,,,,,,,,,,
스타로드는 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
피터 퀼은 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
너구리는 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
로켓은 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
드랙스는  오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
나무는 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
그루트는 오브를 팔기 위해 노웨어로 향함,1,,,,,,,,,,,,
노웨어의 콜렉션 하우스가 대폭발로 사라짐,1,,,,,,,,,,,,
콜렉터는 오브에 숨겨져 있는 파워 스톤을 추출함,1,,,,,,,,,,,,
스타로드는 오브의 처리 방법을 고심함,1,,,,,,,,,,,,
피터 퀼은 오브의 처리 방법을 고심함,1,,,,,,,,,,,,
드랙스는 로난의 모선에 도발메시지를 보냄,1,,,,,,,,,,,,
로난은 노웨어로 쳐들어옴,1,,,,,,,,,,,,
욘두의 레저비스는 노웨어로 쳐들어옴,1,,,,,,,,,,,,
드랙스는 로난과의 전투에서 패배함,1,,,,,,,,,,,,
욘두는 피터 퀼을 처형하려 함,1,,,,,,,,,,,,
욘두는 스타로드를 처형하려 함,1,,,,,,,,,,,,
욘두는 가모라를 처형하려 함,1,,,,,,,,,,,,
스타로드는 욘두에게 오브를 같이 빼앗자고 제안함,1,,,,,,,,,,,,
피터 퀼은 욘두에게 오브를 같이 빼앗자고 제안함,1,,,,,,,,,,,,
스타로드는 가모라에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
피터 퀼은 가모라에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
스타로드는 너구리에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
피터 퀼은 너구리에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
스타로드는 로켓에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
피터 퀼은 로켓에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
스타로드는 드랙스에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
피터 퀼은 드랙스에게 로난에 맞서 싸우자고 제안함,1,,,,,,,,,,,,
스타로드는 나무에게 로난과 맞서 싸우자고 제안함,1,,,,,,,,,,,,
